,id,user,text,created_at,location,sentiment,sentiment_compound
129,1486119091626725379,tiffphonyyy,sean payton taking playful jab eli apple good,2022-01-25 23:29:36+00:00,TEXAS FOREVER,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",0.7003
130,1486119090989244418,kikkoman323,hmm imagine biden actually deport fox say lie,2022-01-25 23:29:36+00:00,"Baltimore, MD","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
131,1486119088166510596,peachomie,apple going jail party,2022-01-25 23:29:36+00:00,she/her | 20 | rus/eng,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.4019}",0.4019
132,1486119087042449409,_3_0_5___,give something feel alright,2022-01-25 23:29:35+00:00,unknown,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.25}",0.25
133,1486119085326880783,LiangPupu,best deal macbooks right,2022-01-25 23:29:35+00:00,"Frankfurt am Main, Deutschland","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369
134,1486119084706222086,DaBush1023,please read photo use link help u fight back watch video downl,2022-01-25 23:29:35+00:00,"Pennsylvania, USA","{'neg': 0.167, 'neu': 0.513, 'pos': 0.321, 'compound': 0.34}",0.34
135,1486119083351457797,Tylerhackworth3,october th last wallet dropped apple not even month yet hit million,2022-01-25 23:29:34+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
136,1486119081417789441,blossomingwords,got em,2022-01-25 23:29:34+00:00,"Washington, DC","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
137,1486119079182499841,spaceofhippop,never listened morning must,2022-01-25 23:29:33+00:00,.ılılıllılı.ıllı.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
138,1486119075017367552,_choiii_,sour apple smoothie,2022-01-25 23:29:32+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
139,1486119073956040708,HopefulHswife,interview,2022-01-25 23:29:32+00:00,United States,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
140,1486119071607398401,Jenny_tsol,silence ultimate weapon power charles de gaulle,2022-01-25 23:29:32+00:00,Greece,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",-0.296
141,1486119068784635908,SpazzRRollaxk45,eli apple still getting dragged lmao man really pay keep mouth closed,2022-01-25 23:29:31+00:00,,"{'neg': 0.183, 'neu': 0.57, 'pos': 0.247, 'compound': 0.4601}",0.4601
142,1486119067794739206,jurijt,imagine win popularity contest brooklyn ny get th control trillion spending bi,2022-01-25 23:29:31+00:00,"Chicago, IL","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7845}",0.7845
143,1486119064879644672,kiddval_,dont trust no named chris cuz chris crossed apple sauce think,2022-01-25 23:29:30+00:00,999 18 NY,"{'neg': 0.199, 'neu': 0.662, 'pos': 0.139, 'compound': -0.2057}",-0.2057
144,1486119064116375555,sugabot,best song ever heard,2022-01-25 23:29:30+00:00,"bts, shinee","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369
145,1486119062300200962,MLima628,justin bieber whole discography charting apple music indonesia damnnn,2022-01-25 23:29:29+00:00,"Berlin, Deutschland","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
146,1486119061876531200,mattiacantalu,io macos devs using xcode cloud working native io client live beta te,2022-01-25 23:29:29+00:00,Italy 🇮🇹,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
147,1486119061121646594,Im__AnnMarie,gahhdamn hard annmarie,2022-01-25 23:29:29+00:00,💔,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.1027}",-0.1027
148,1486119055350239233,LMS_United,really hoping post round vent tune round submit top,2022-01-25 23:29:28+00:00,,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.5984}",0.5984
149,1486119051734790144,Det9651,gum would totally date except apple cider totally red flag,2022-01-25 23:29:27+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
150,1486119050531176451,rogsims,aged care minister richard colbeck went ash test day declined appear guardian australia,2022-01-25 23:29:27+00:00,"Bayswater, Perth (WA)","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",0.4939
151,1486119047880220677,honeysummersky,officially switched spotify apple music,2022-01-25 23:29:26+00:00,moon’s mattress kingdom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
152,1486119046353457152,GregHanderson,joshua kitsune fasshauer,2022-01-25 23:29:26+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
153,1486119044654710789,GemmRand,two time apple support three week two case number,2022-01-25 23:29:25+00:00,"West Virginia, USA","{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.4588}",0.4588
154,1486119044633690113,LuciferRain66,celebs mubeat please engage daily jimin mycelebs mubeat page increase social index follow page,2022-01-25 23:29:25+00:00,"Taipei City, Taiwan","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.7184}",0.7184
155,1486119043820052486,cabbiness,eli apple one worst corner league patrick mahomes brother wife annoying people,2022-01-25 23:29:25+00:00,"Dallas, TX","{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.7783}",-0.7783
156,1486119043488792584,LatinMixMasters,escucha la mejor estacion lmm urban radio kissed chris brown tune,2022-01-25 23:29:25+00:00,NYC / NJ / WORLDWIDE,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}",0.3818
157,1486119032453574667,AdelineHoran22,leighade lm apple music event,2022-01-25 23:29:22+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
158,1486119030754795521,TassleXyz_agg,michael anthony one best people,2022-01-25 23:29:22+00:00,Try for free ➜,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369
159,1486119030645788680,MaxAMaxim,actor joining apple physical tv fitness instructor,2022-01-25 23:29:22+00:00,blm • hope against hate,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732
160,1486119027030302721,GoldHawkZone,official celebrate bybit million follower milestone today dive prize pool worth stand walk awa,2022-01-25 23:29:21+00:00,,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.836}",0.836
161,1486119024035516416,CaligulaisEddie,no mary speaking soul song one point life,2022-01-25 23:29:20+00:00,Washington D.C. ,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",-0.296
162,1486119022718603264,TimmyChompy,next leg incoming full platform release jan st unique use case nfts replica wat,2022-01-25 23:29:20+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
163,1486119021036642304,PennettiDaniel,lutz eli apple proabbly get murdered,2022-01-25 23:29:20+00:00,,"{'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.6597}",-0.6597
164,1486119016456351744,brontyman,get free mask u government vox,2022-01-25 23:29:18+00:00,Southern California,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106
165,1486119016276148230,sweetar__,fine girl mo lat,2022-01-25 23:29:18+00:00,Wizkid FC📍,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.2023}",0.2023
166,1486119015856873472,nujjaem,apple music grammarly picsart gold vidio prem crunchyroll skillshare remini vsco mola tv resso get contact,2022-01-25 23:29:18+00:00,🇮🇩,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
167,1486119012312698882,macsdegraw,santo song day listen,2022-01-25 23:29:17+00:00,Worldwide,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
168,1486119011674992641,elpandasabroson,believe love first sight illusion care,2022-01-25 23:29:17+00:00,Nicaragua,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.8126}",0.8126
169,1486119009183576064,RudebwoyNav,eli apple pissed philly new york new orleans baltimore city want piss,2022-01-25 23:29:17+00:00,silver spring maryland,"{'neg': 0.401, 'neu': 0.523, 'pos': 0.076, 'compound': -0.765}",-0.765
170,1486119009049358348,JxmWest,naija apple music wizkid made lagos deluxe edition keep streaming,2022-01-25 23:29:17+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
171,1486119008457801728,MyNowNeatLife,michael anthony one best people,2022-01-25 23:29:17+00:00,,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369
172,1486119006746599427,frankbryant938,every dose madeinlagosdeluxe,2022-01-25 23:29:16+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
173,1486119000077701126,jeffjarvis,article read like apple paid nytimes write,2022-01-25 23:29:15+00:00,"New York, NY","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612
174,1486118994402852867,Fairy_Apple_,meme dress chamber pastel also similar dress sanrio character including melody kuromi,2022-01-25 23:29:13+00:00, DNI: Antis | Pedos | Terfs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
175,1486118993346056192,Bee_BeEz,woo single golden child,2022-01-25 23:29:13+00:00,𝙈𝙖𝙧𝙠 ♡ 𝙅𝙞𝙣𝙮𝙤𝙪𝙣𝙜,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4767}",0.4767
176,1486118993245003777,TechIndustry_b,apple tim cook win restraining order woman citing tresp apple ceo tim coo,2022-01-25 23:29:13+00:00,Internet,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.5859}",0.5859
177,1486118989848018944,yoonyul30050512,cantcontrolmyself taeyeon making week whole lot better http,2022-01-25 23:29:12+00:00,ประเทศไทย,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404
178,1486118987901841410,aportbuzz,airport creating inclusive quiet space traveler find calm cond nast traveler airport,2022-01-25 23:29:12+00:00,Australia,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5423}",0.5423
179,1486118986999906306,mrteeblaze_,not apple music yet,2022-01-25 23:29:11+00:00,"Lagos, Nigeria","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
180,1486118985166995456,brill_leah,apple ceo tim cook targeted possibly armed stalker came home still area,2022-01-25 23:29:11+00:00,"West Virginia, USA","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
181,1486118981136175109,joelgriffith,hammer exciting news launching podcast coming february already amazing list gu,2022-01-25 23:29:10+00:00,"Washington, D.C.","{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.7906}",0.7906
182,1486118980826054656,MarcusTeachUs,finally run natively silicon,2022-01-25 23:29:10+00:00,"Tasmania, Australia","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
183,1486118977529073664,bakphoo,shawty got apple bottom jean boot fur,2022-01-25 23:29:09+00:00,21 🌱 they 🌱 rt heavy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
184,1486118976665051137,halalruntz,oh god sliding,2022-01-25 23:29:09+00:00,"Chicago, IL","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732
185,1486118975687868421,tswanny07,yahoo email go phone busted everything go new number snap apple thank god twitter got umn edu,2022-01-25 23:29:09+00:00,,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.5994}",0.5994
186,1486118975528386564,Cryptocake11,next leg incoming full platform release jan st unique use case nfts replica wat,2022-01-25 23:29:09+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
187,1486118973649391616,lishurrr,,2022-01-25 23:29:08+00:00,London town ,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
188,1486118973133316098,NobHillSal,haiku cubed bobbing apple surprise zesty ginger steam restorative tea poetry haiku,2022-01-25 23:29:08+00:00,"Nob Hill, San Francisco","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",0.2732
189,1486118972907048967,DextonThibodea1,saint many eli apple,2022-01-25 23:29:08+00:00,"Baton Rouge, LA","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
190,1486118963083980804,_cwv2,checked amex billing find charged supposedly done apple pay,2022-01-25 23:29:06+00:00,,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.296}",-0.296
191,1486118961267847172,CEaglez,eli apple pissed philly new york new orleans baltimore city want piss,2022-01-25 23:29:05+00:00,,"{'neg': 0.401, 'neu': 0.523, 'pos': 0.076, 'compound': -0.765}",-0.765
192,1486118953298636801,IntlTradeToday,apple seek section import ban ericsson product import,2022-01-25 23:29:03+00:00,"Washington, D.C.","{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.5574}",-0.5574
193,1486118949805002752,zhao_ding11,shaoshang kissed lingbuyi adam apple novel leo mole neck mr director s,2022-01-25 23:29:03+00:00,,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.5994}",0.5994
194,1486118949578153989,lowfunkg,weekly sit bet welcome new beard duckling catch full breakdown check,2022-01-25 23:29:02+00:00,"Colorado, USA","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.4588
195,1486118949112664065,them,actor joining apple physical tv fitness instructor,2022-01-25 23:29:02+00:00,,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}",0.2732
196,1486118949112606721,TabithaCornwell,backlash rightwing evangelicals reshaping american politics faith guardian sociology,2022-01-25 23:29:02+00:00,"Phoenix, AZ","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4215
197,1486118948395487238,AdeuceAmoney,goandgetthat available apple music itunes store youtube music etc richmindsinreality yoboychriz,2022-01-25 23:29:02+00:00,"Richmond, VA","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
198,1486118946885492736,srikantapaul09,made india government planning come policy fill facilitate creation indeginous operating system,2022-01-25 23:29:02+00:00,,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",0.2732
199,1486118945958600705,iBanks_x3,io macos devs using xcode cloud working native io client live beta te,2022-01-25 23:29:02+00:00,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
